,name,search_name,country,feature_class,lat,long,latitude,longitude
2635,Reynekespan,Northern Cape,South Africa,lake,S 29° 44′ 53'',E 24° 13′ 25'',-29.7480555555556,24.2236111111111
2636,Griqualand West,Northern Cape,South Africa,region,S 28° 30′ 0'',E 23° 30′ 0'',-28.5,23.5
2637,Kenhardt,Northern Cape,South Africa,populated place,S 29° 20′ 44'',E 21° 9′ 28'',-29.3455555555556,21.1577777777778
2638,Fraserburg,Northern Cape,South Africa,populated place,S 31° 54′ 56'',E 21° 30′ 48'',-31.9155555555556,21.5133333333333
2639,Driekopspan,Northern Cape,South Africa,lake,S 29° 23′ 33'',E 24° 26′ 20'',-29.3925,24.4388888888889
2640,Kalahari Gemsbok National Park,Northern Cape,South Africa,park,S 25° 40′ 59'',E 20° 20′ 6'',-25.6830555555556,20.335
2641,Kai !Garib,Northern Cape,South Africa,third-order administrative division,S 28° 58′ 8'',E 20° 24′ 56'',-28.9688888888889,20.4155555555556
2642,Hantam,Northern Cape,South Africa,third-order administrative division,S 31° 1′ 31'',E 19° 55′ 0'',-31.0252777777778,19.9166666666667
2643,Nababeep,Northern Cape,South Africa,populated place,S 29° 35′ 30'',E 17° 47′ 10'',-29.5916666666667,17.7861111111111
2644,Alexander Bay,Northern Cape,South Africa,populated place,S 28° 35′ 45'',E 16° 29′ 7'',-28.5958333333333,16.4852777777778
2645,Colesberg,Northern Cape,South Africa,seat of a third-order administrative division,S 30° 43′ 12'',E 25° 5′ 49'',-30.72,25.0969444444444
2646,Brandvlei,Northern Cape,South Africa,populated place,S 30° 27′ 55'',E 20° 29′ 11'',-30.4652777777778,20.4863888888889
2647,Barkly West,Northern Cape,South Africa,seat of a third-order administrative division,S 28° 32′ 7'',E 24° 31′ 17'',-28.5352777777778,24.5213888888889
2648,Warrenton,Northern Cape,South Africa,seat of a third-order administrative division,S 28° 6′ 50'',E 24° 50′ 51'',-28.1138888888889,24.8475
2649,Ritchie,Northern Cape,South Africa,populated place,S 29° 2′ 16'',E 24° 36′ 10'',-29.0377777777778,24.6027777777778
2650,Odesa,Odessa,Ukraine,seat of a first-order administrative division,N 46° 29′ 8'',E 30° 44′ 37'',46.4855555555556,30.7436111111111
2651,Bilhorod-Dnistrovskyy City Raion,Odessa,Ukraine,historical political entity,N 46° 11′ 41'',E 30° 20′ 55'',46.1947222222222,30.3486111111111
2652,Odessa,Odessa,Ukraine,first-order administrative division,N 46° 27′ 27'',E 30° 44′ 54'',46.4575,30.7483333333333
2653,Izmail,Odessa,Ukraine,populated place,N 45° 21′ 2'',E 28° 50′ 15'',45.3505555555556,28.8375
2654,Chornomorsk,Odessa,Ukraine,populated place,N 46° 17′ 56'',E 30° 39′ 19'',46.2988888888889,30.6552777777778
2655,Bilhorod-Dnistrovskyi,Odessa,Ukraine,seat of a second-order administrative division,N 46° 11′ 41'',E 30° 20′ 53'',46.1947222222222,30.3480555555556
2656,Odesa International Airport,Odessa,Ukraine,airport,N 46° 25′ 36'',E 30° 40′ 35'',46.4266666666667,30.6763888888889
2657,Budzhak,Odessa,Ukraine,populated place,N 46° 18′ 8'',E 29° 14′ 22'',46.3022222222222,29.2394444444444
2658,Artsyz,Odessa,Ukraine,populated place,N 45° 59′ 6'',E 29° 25′ 58'',45.985,29.4327777777778
2659,Podilsk,Odessa,Ukraine,populated place,N 47° 44′ 59'',E 29° 31′ 50'',47.7497222222222,29.5305555555556
2660,Ozero Sasyk,Odessa,Ukraine,lake,N 45° 39′ 37'',E 29° 39′ 46'',45.6602777777778,29.6627777777778
2661,Bessarabske,Odessa,Ukraine,populated place,N 46° 11′ 15'',E 29° 8′ 46'',46.1875,29.1461111111111
2662,Pivdenne,Odessa,Ukraine,populated place,N 46° 37′ 29'',E 31° 6′ 6'',46.6247222222222,31.1016666666667
2663,Chornomorsk SeaPort,Odessa,Ukraine,port,N 46° 19′ 11'',E 30° 39′ 24'',46.3197222222222,30.6566666666667
2664,Snake Island,Odessa,Ukraine,island,N 45° 15′ 17'',E 30° 12′ 13'',45.2547222222222,30.2036111111111
2665,Tatarbunary,Odessa,Ukraine,populated place,N 45° 50′ 19'',E 29° 36′ 40'',45.8386111111111,29.6111111111111
2666,Odessa urban raion,Odessa,Ukraine,historical second-order administrative division,N 46° 29′ 7'',E 30° 44′ 38'',46.4852777777778,30.7438888888889
2667,Ozero Kahul,Odessa,Ukraine,lake,N 45° 22′ 42'',E 28° 24′ 5'',45.3783333333333,28.4013888888889
2668,Lake Kuhurlui,Odessa,Ukraine,lake,N 45° 18′ 7'',E 28° 40′ 31'',45.3019444444444,28.6752777777778
2669,Ozero Shahany,Odessa,Ukraine,lake,N 45° 43′ 11'',E 29° 52′ 14'',45.7197222222222,29.8705555555556
2670,Ozero Yalpuh,Odessa,Ukraine,lake,N 45° 29′ 9'',E 28° 37′ 24'',45.4858333333333,28.6233333333333
2671,Velykodolynske,Odessa,Ukraine,populated place,N 46° 20′ 47'',E 30° 34′ 44'',46.3463888888889,30.5788888888889
2672,Troiandove,Odessa,Ukraine,populated place,N 46° 53′ 37'',E 30° 51′ 27'',46.8936111111111,30.8575
2673,Ilichanka,Odessa,Ukraine,populated place,N 46° 36′ 43'',E 30° 48′ 44'',46.6119444444445,30.8122222222222
2674,Teplodar,Odessa,Ukraine,populated place,N 46° 30′ 7'',E 30° 19′ 21'',46.5019444444445,30.3225
2675,Pavlivka,Odessa,Ukraine,populated place,N 47° 14′ 30'',E 29° 34′ 9'',47.2416666666667,29.5691666666667
2676,Ozero Alibei,Odessa,Ukraine,lake,N 45° 47′ 50'',E 30° 0′ 29'',45.7972222222222,30.0080555555556
2677,Novyy Karakurt,Odessa,Ukraine,locality,N 45° 36′ 27'',E 28° 47′ 33'',45.6075,28.7925
2678,Velykyi Solonyi Lyman,Odessa,Ukraine,lake,N 45° 32′ 34'',E 29° 34′ 10'',45.5427777777778,29.5694444444444
2679,Bolhrad,Odessa,Ukraine,seat of a second-order administrative division,N 45° 40′ 40'',E 28° 37′ 5'',45.6777777777778,28.6180555555556
2680,Bolhrad Raion,Odessa,Ukraine,second-order administrative division,N 45° 40′ 39'',E 28° 36′ 49'',45.6775,28.6136111111111
2681,Berezivka Raion,Odessa,Ukraine,second-order administrative division,N 47° 12′ 1'',E 30° 54′ 25'',47.2002777777778,30.9069444444444
2682,Bilyayivka,Odessa,Ukraine,seat of a second-order administrative division,N 46° 29′ 3'',E 30° 12′ 32'',46.4841666666667,30.2088888888889
2683,Lake Bile,Odessa,Ukraine,lake,N 46° 27′ 8'',E 30° 10′ 51'',46.4522222222222,30.1808333333333
2684,Balta,Odessa,Ukraine,seat of a second-order administrative division,N 47° 56′ 9'',E 29° 37′ 20'',47.9358333333333,29.6222222222222
2685,Kotovka,Odessa,Ukraine,populated place,N 47° 20′ 22'',E 30° 46′ 49'',47.3394444444444,30.7802777777778
2686,Ozero Kytai,Odessa,Ukraine,lake,N 45° 35′ 20'',E 29° 12′ 12'',45.5888888888889,29.2033333333333
2687,Kiliya,Odessa,Ukraine,seat of a second-order administrative division,N 45° 26′ 40'',E 29° 15′ 50'',45.4444444444444,29.2638888888889
2688,Pervomayske,Odessa,Ukraine,locality,N 47° 9′ 2'',E 29° 45′ 57'',47.1505555555556,29.7658333333333
2689,Khorosheve,Odessa,Ukraine,locality,N 47° 11′ 43'',E 29° 59′ 37'',47.1952777777778,29.9936111111111
2690,Kholodna Balka,Odessa,Ukraine,populated place,N 46° 36′ 22'',E 30° 35′ 1'',46.6061111111111,30.5836111111111
2691,Ozero Katlabuh,Odessa,Ukraine,lake,N 45° 29′ 15'',E 28° 58′ 55'',45.4875,28.9819444444444
2692,Lyubashivka Raion,Odessa,Ukraine,historical second-order administrative division,N 47° 49′ 56'',E 30° 15′ 25'',47.8322222222222,30.2569444444444
2693,Ruyin Lazarivka,Odessa,Ukraine,locality,N 47° 8′ 4'',E 29° 37′ 23'',47.1344444444444,29.6230555555556
2694,Fontanka,Odessa,Ukraine,populated place,N 46° 34′ 12'',E 30° 51′ 16'',46.57,30.8544444444444
2695,Ozero Burnas,Odessa,Ukraine,lake,N 45° 50′ 52'',E 30° 6′ 59'',45.8477777777778,30.1163888888889
2696,Ovidiopol,Odessa,Ukraine,populated place,N 46° 14′ 49'',E 30° 26′ 14'',46.2469444444444,30.4372222222222
2697,Ocheretovka,Odessa,Ukraine,locality,N 46° 42′ 31'',E 29° 58′ 51'',46.7086111111111,29.9808333333333
2698,Nove,Odessa,Ukraine,locality,N 46° 47′ 15'',E 30° 49′ 51'',46.7875,30.8308333333333
2699,Kurisove,Odessa,Ukraine,populated place,N 46° 58′ 10'',E 30° 57′ 32'',46.9694444444445,30.9588888888889
2700,Columbus,Ohio,United States,seat of a first-order administrative division,N 39° 57′ 40'',W 82° 59′ 55'',39.9611111111111,-82.9986111111111
2701,Northeast Ohio,Ohio,United States,region,N 41° 4′ 27'',W 81° 29′ 36'',41.0741666666667,-81.4933333333333
2702,Ohio,Ohio,United States,first-order administrative division,N 40° 15′ 1'',W 83° 0′ 0'',40.2502777777778,-83
2703,"Columbus, OH Metro Area",Ohio,United States,economic region,N 39° 58′ 5'',W 82° 50′ 12'',39.9680555555556,-82.8366666666667
2704,"Cleveland-Elyria, OH",Ohio,United States,economic region,N 41° 35′ 32'',W 81° 39′ 40'',41.5922222222222,-81.6611111111111
2705,Cleveland,Ohio,United States,seat of a second-order administrative division,N 41° 29′ 58'',W 81° 41′ 43'',41.4994444444444,-81.6952777777778
2706,Akron,Ohio,United States,seat of a second-order administrative division,N 41° 4′ 53'',W 81° 31′ 8'',41.0813888888889,-81.5188888888889
2707,Cincinnati,Ohio,United States,seat of a second-order administrative division,N 39° 7′ 37'',W 84° 30′ 51'',39.1269444444445,-84.5141666666667
2708,Dayton,Ohio,United States,seat of a second-order administrative division,N 39° 45′ 32'',W 84° 11′ 29'',39.7588888888889,-84.1913888888889
2709,Toledo,Ohio,United States,seat of a second-order administrative division,N 41° 39′ 50'',W 83° 33′ 18'',41.6638888888889,-83.555
2710,Canton,Ohio,United States,seat of a second-order administrative division,N 40° 47′ 56'',W 81° 22′ 42'',40.7988888888889,-81.3783333333333
2711,Lorain,Ohio,United States,populated place,N 41° 27′ 10'',W 82° 10′ 56'',41.4527777777778,-82.1822222222222
2712,Youngstown,Ohio,United States,seat of a second-order administrative division,N 41° 5′ 59'',W 80° 38′ 58'',41.0997222222222,-80.6494444444445
2713,Springfield,Ohio,United States,seat of a second-order administrative division,N 39° 55′ 27'',W 83° 48′ 31'',39.9241666666667,-83.8086111111111
2714,Kent,Ohio,United States,populated place,N 41° 9′ 13'',W 81° 21′ 28'',41.1536111111111,-81.3577777777778
2715,Warren,Ohio,United States,seat of a second-order administrative division,N 41° 14′ 15'',W 80° 49′ 6'',41.2375,-80.8183333333333
2716,Mansfield,Ohio,United States,seat of a second-order administrative division,N 40° 45′ 30'',W 82° 30′ 55'',40.7583333333333,-82.5152777777778
2717,Hamilton,Ohio,United States,seat of a second-order administrative division,N 39° 23′ 58'',W 84° 33′ 40'',39.3994444444444,-84.5611111111111
2718,Lima,Ohio,United States,seat of a second-order administrative division,N 40° 44′ 33'',W 84° 6′ 18'',40.7425,-84.105
2719,Cuyahoga Falls,Ohio,United States,populated place,N 41° 8′ 2'',W 81° 29′ 4'',41.1338888888889,-81.4844444444445
2720,Parma,Ohio,United States,populated place,N 41° 24′ 17'',W 81° 43′ 22'',41.4047222222222,-81.7227777777778
2721,Wheeling,Ohio,United States,seat of a second-order administrative division,N 40° 3′ 50'',W 80° 43′ 15'',40.0638888888889,-80.7208333333333
2722,Elyria,Ohio,United States,seat of a second-order administrative division,N 41° 22′ 6'',W 82° 6′ 27'',41.3683333333333,-82.1075
2723,Lake Erie,Ohio,United States,lake,N 41° 58′ 24'',W 81° 18′ 11'',41.9733333333333,-81.3030555555556
2724,Euclid,Ohio,United States,populated place,N 41° 35′ 35'',W 81° 31′ 36'',41.5930555555556,-81.5266666666667
2725,Lakewood,Ohio,United States,populated place,N 41° 28′ 55'',W 81° 47′ 53'',41.4819444444444,-81.7980555555556
2726,Massillon,Ohio,United States,populated place,N 40° 47′ 48'',W 81° 31′ 17'',40.7966666666667,-81.5213888888889
2727,Middletown,Ohio,United States,populated place,N 39° 30′ 54'',W 84° 23′ 53'',39.515,-84.3980555555556
2728,Dublin,Ohio,United States,populated place,N 40° 5′ 57'',W 83° 6′ 50'',40.0991666666667,-83.1138888888889
2729,Newark,Ohio,United States,seat of a second-order administrative division,N 40° 3′ 29'',W 82° 24′ 4'',40.0580555555556,-82.4011111111111
2730,Ohio,Ohio,United States,second-order administrative division,N 37° 28′ 41'',W 86° 50′ 56'',37.4780555555556,-86.8488888888889
2731,Sandusky,Ohio,United States,seat of a second-order administrative division,N 41° 26′ 56'',W 82° 42′ 28'',41.4488888888889,-82.7077777777778
2732,Brunswick,Ohio,United States,populated place,N 41° 14′ 17'',W 81° 50′ 30'',41.2380555555556,-81.8416666666667
2733,Medina,Ohio,United States,seat of a second-order administrative division,N 41° 8′ 18'',W 81° 51′ 49'',41.1383333333333,-81.8636111111111
2734,Mentor,Ohio,United States,populated place,N 41° 39′ 58'',W 81° 20′ 22'',41.6661111111111,-81.3394444444444
2735,Zanesville,Ohio,United States,seat of a second-order administrative division,N 39° 56′ 25'',W 82° 0′ 47'',39.9402777777778,-82.0130555555556
2736,Findlay,Ohio,United States,seat of a second-order administrative division,N 41° 2′ 39'',W 83° 38′ 59'',41.0441666666667,-83.6497222222222
2737,Bowling Green,Ohio,United States,seat of a second-order administrative division,N 41° 22′ 29'',W 83° 39′ 4'',41.3747222222222,-83.6511111111111
2738,Marion,Ohio,United States,seat of a second-order administrative division,N 40° 35′ 19'',W 83° 7′ 42'',40.5886111111111,-83.1283333333333
2739,Ohio,Ohio,United States,second-order administrative division,N 38° 57′ 0'',W 84° 57′ 54'',38.95,-84.965
2740,Dover,Ohio,United States,populated place,N 40° 31′ 14'',W 81° 28′ 26'',40.5205555555556,-81.4738888888889
2741,East Liverpool,Ohio,United States,populated place,N 40° 37′ 7'',W 80° 34′ 38'',40.6186111111111,-80.5772222222222
2742,Eastlake,Ohio,United States,populated place,N 41° 39′ 14'',W 81° 27′ 1'',41.6538888888889,-81.4502777777778
2743,Hudson,Ohio,United States,populated place,N 41° 14′ 24'',W 81° 26′ 26'',41.24,-81.4405555555556
2744,Niles,Ohio,United States,populated place,N 41° 10′ 58'',W 80° 45′ 55'',41.1827777777778,-80.7652777777778
2745,North Olmsted,Ohio,United States,populated place,N 41° 24′ 56'',W 81° 55′ 24'',41.4155555555556,-81.9233333333333
2746,North Ridgeville,Ohio,United States,populated place,N 41° 23′ 22'',W 82° 1′ 8'',41.3894444444444,-82.0188888888889
2747,North Royalton,Ohio,United States,populated place,N 41° 18′ 49'',W 81° 43′ 28'',41.3136111111111,-81.7244444444444
2748,Conneaut,Ohio,United States,populated place,N 41° 56′ 51'',W 80° 33′ 15'',41.9475,-80.5541666666667
2749,Stow,Ohio,United States,populated place,N 41° 9′ 34'',W 81° 26′ 25'',41.1594444444444,-81.4402777777778
2750,Ottawa,Ontario,Canada,capital of a political entity,N 45° 24′ 40'',W 75° 41′ 53'',45.4111111111111,-75.6980555555556
2751,Toronto,Ontario,Canada,seat of a first-order administrative division,N 43° 42′ 23'',W 79° 23′ 55'',43.7063888888889,-79.3986111111111
2752,Mississauga,Ontario,Canada,populated place,N 43° 34′ 44'',W 79° 39′ 29'',43.5788888888889,-79.6580555555556
2753,Greater Toronto Area,Ontario,Canada,area,N 43° 45′ 33'',W 79° 15′ 58'',43.7591666666667,-79.2661111111111
2754,Hamilton,Ontario,Canada,populated place,N 43° 15′ 0'',W 79° 50′ 58'',43.25,-79.8494444444444
2755,London,Ontario,Canada,populated place,N 42° 59′ 0'',W 81° 13′ 58'',42.9833333333333,-81.2327777777778
2756,Brampton,Ontario,Canada,populated place,N 43° 41′ 0'',W 79° 45′ 58'',43.6833333333333,-79.7661111111111
2757,Kenora District,Ontario,Canada,second-order administrative division,N 54° 0′ 0'',W 87° 59′ 59'',54,-87.9997222222222
2758,Golden Horseshoe,Ontario,Canada,area,N 44° 29′ 12'',W 79° 42′ 50'',44.4866666666667,-79.7138888888889
2759,Sudbury,Ontario,Canada,populated place,N 46° 29′ 24'',W 80° 59′ 24'',46.49,-80.99
2760,Guelph,Ontario,Canada,populated place,N 43° 32′ 45'',W 80° 15′ 21'',43.5458333333333,-80.2558333333333
2761,Burlington,Ontario,Canada,populated place,N 43° 23′ 10'',W 79° 50′ 13'',43.3861111111111,-79.8369444444444
2762,Cambridge,Ontario,Canada,populated place,N 43° 21′ 36'',W 80° 18′ 45'',43.36,-80.3125
2763,Barrie,Ontario,Canada,populated place,N 44° 24′ 0'',W 79° 39′ 58'',44.4,-79.6661111111111
2764,Oshawa,Ontario,Canada,populated place,N 43° 54′ 0'',W 78° 50′ 58'',43.9,-78.8494444444444
2765,Markham,Ontario,Canada,populated place,N 43° 52′ 0'',W 79° 15′ 58'',43.8666666666667,-79.2661111111111
2766,Thunder Bay,Ontario,Canada,populated place,N 48° 22′ 55'',W 89° 15′ 0'',48.3819444444444,-89.25
2767,Windsor,Ontario,Canada,populated place,N 42° 18′ 0'',W 83° 0′ 59'',42.3,-83.0163888888889
2768,Oakville,Ontario,Canada,populated place,N 43° 27′ 0'',W 79° 40′ 58'',43.45,-79.6827777777778
2769,Kingston,Ontario,Canada,populated place,N 44° 13′ 47'',W 76° 28′ 51'',44.2297222222222,-76.4808333333333
2770,Kitchener,Ontario,Canada,seat of a second-order administrative division,N 43° 25′ 31'',W 80° 30′ 40'',43.4252777777778,-80.5111111111111
