,name,search_name,country,feature_class,lat,long,latitude,longitude
2432,Scribner State Airport,Nebraska,United States,airport,N 41° 36′ 43'',W 96° 37′ 24'',41.6119444444445,-96.6233333333333
2433,The O'Neill Municipal Airport,Nebraska,United States,airport,N 42° 28′ 10'',W 98° 41′ 15'',42.4694444444445,-98.6875
2434,Nebraska City,Nebraska,United States,seat of a second-order administrative division,N 40° 40′ 36'',W 95° 51′ 33'',40.6766666666667,-95.8591666666667
2435,Western Nebraska Regional Airport,Nebraska,United States,airport,N 41° 52′ 26'',W 103° 36′ 1'',41.8738888888889,-103.600277777778
2436,"Beatrice, NE Micro Area",Nebraska,United States,economic region,N 40° 15′ 42'',W 96° 41′ 22'',40.2616666666667,-96.6894444444445
2437,"Columbus, NE Micro Area",Nebraska,United States,economic region,N 41° 34′ 16'',W 97° 31′ 16'',41.5711111111111,-97.5211111111111
2438,"Fremont, NE Micro Area",Nebraska,United States,economic region,N 41° 34′ 40'',W 96° 39′ 14'',41.5777777777778,-96.6538888888889
2439,"Hastings, NE Micro Area",Nebraska,United States,economic region,N 40° 31′ 28'',W 98° 30′ 4'',40.5244444444444,-98.5011111111111
2440,"Grand Island, NE",Nebraska,United States,economic region,N 41° 5′ 12'',W 98° 21′ 55'',41.0866666666667,-98.3652777777778
2441,"Lexington, NE",Nebraska,United States,economic region,N 40° 45′ 34'',W 99° 49′ 22'',40.7594444444445,-99.8227777777778
2442,"Lincoln, NE",Nebraska,United States,economic region,N 40° 49′ 11'',W 96° 52′ 14'',40.8197222222222,-96.8705555555556
2443,"Kearney, NE Micro Area",Nebraska,United States,economic region,N 40° 44′ 5'',W 99° 1′ 52'',40.7347222222222,-99.0311111111111
2444,"Norfolk, NE Micro Area",Nebraska,United States,economic region,N 42° 2′ 36'',W 97° 29′ 25'',42.0433333333333,-97.4902777777778
2445,Ames,Nebraska,United States,populated place,N 41° 27′ 8'',W 96° 37′ 28'',41.4522222222222,-96.6244444444444
2446,Karl Stefan Memorial Airport,Nebraska,United States,airport,N 41° 59′ 7'',W 97° 26′ 7'',41.9852777777778,-97.4352777777778
2447,McCook Ben Nelson Regional Airport,Nebraska,United States,airport,N 40° 12′ 22'',W 100° 35′ 31'',40.2061111111111,-100.591944444444
2448,Alliance Municipal Airport,Nebraska,United States,airport,N 42° 3′ 10'',W 102° 48′ 14'',42.0527777777778,-102.803888888889
2449,Chadron Municipal Airport,Nebraska,United States,airport,N 42° 50′ 14'',W 103° 5′ 44'',42.8372222222222,-103.095555555556
2450,Nizhny Novgorod,Nizhny Novgorod,Russia,seat of a first-order administrative division,N 56° 19′ 43'',E 44° 0′ 7'',56.3286111111111,44.0019444444445
2451,Dzerzhinsk,Nizhny Novgorod,Russia,seat of a second-order administrative division,N 56° 14′ 39'',E 43° 27′ 19'',56.2441666666667,43.4552777777778
2452,Nizhny Novgorod Oblast,Nizhny Novgorod,Russia,first-order administrative division,N 56° 19′ 0'',E 44° 36′ 30'',56.3166666666667,44.6083333333333
2453,Arzamas,Nizhny Novgorod,Russia,seat of a second-order administrative division,N 55° 23′ 44'',E 43° 50′ 17'',55.3955555555556,43.8380555555556
2454,Sarov,Nizhny Novgorod,Russia,seat of a second-order administrative division,N 54° 56′ 52'',E 43° 18′ 54'',54.9477777777778,43.315
2455,Bor,Nizhny Novgorod,Russia,seat of a second-order administrative division,N 56° 21′ 34'',E 44° 4′ 22'',56.3594444444445,44.0727777777778
2456,Gorodets,Nizhny Novgorod,Russia,seat of a second-order administrative division,N 56° 39′ 17'',E 43° 28′ 21'',56.6547222222222,43.4725
2457,Vyksa,Nizhny Novgorod,Russia,seat of a second-order administrative division,N 55° 19′ 14'',E 42° 10′ 26'',55.3205555555556,42.1738888888889
2458,Kstovo,Nizhny Novgorod,Russia,seat of a second-order administrative division,N 56° 8′ 51'',E 44° 11′ 55'',56.1475,44.1986111111111
2459,Pavlovo,Nizhny Novgorod,Russia,seat of a second-order administrative division,N 55° 58′ 6'',E 43° 5′ 28'',55.9683333333333,43.0911111111111
2460,Gorbatov,Nizhny Novgorod,Russia,populated place,N 56° 7′ 52'',E 43° 3′ 49'',56.1311111111111,43.0636111111111
2461,Lyskovo,Nizhny Novgorod,Russia,seat of a second-order administrative division,N 56° 1′ 45'',E 45° 2′ 32'',56.0291666666667,45.0422222222222
2462,Balakhna,Nizhny Novgorod,Russia,populated place,N 56° 29′ 23'',E 43° 36′ 4'',56.4897222222222,43.6011111111111
2463,Vorsma,Nizhny Novgorod,Russia,populated place,N 55° 59′ 26'',E 43° 16′ 20'',55.9905555555556,43.2722222222222
2464,Volodarsk,Nizhny Novgorod,Russia,seat of a second-order administrative division,N 56° 13′ 31'',E 43° 10′ 33'',56.2252777777778,43.1758333333333
2465,Zavolzh'ye,Nizhny Novgorod,Russia,populated place,N 56° 38′ 25'',E 43° 23′ 40'',56.6402777777778,43.3944444444444
2466,Kulebaki,Nizhny Novgorod,Russia,seat of a second-order administrative division,N 55° 24′ 48'',E 42° 31′ 57'',55.4133333333333,42.5325
2467,Bogorodsk,Nizhny Novgorod,Russia,seat of a second-order administrative division,N 56° 6′ 5'',E 43° 30′ 36'',56.1013888888889,43.51
2468,Strigino Airport,Nizhny Novgorod,Russia,airport,N 56° 13′ 48'',E 43° 47′ 2'',56.23,43.7838888888889
2469,Lesnoy,Nizhny Novgorod,Russia,populated place,N 56° 17′ 49'',E 43° 27′ 45'',56.2969444444444,43.4625
2470,Chkalovsk,Nizhny Novgorod,Russia,seat of a second-order administrative division,N 56° 45′ 53'',E 43° 14′ 48'',56.7647222222222,43.2466666666667
2471,Pochinki,Nizhny Novgorod,Russia,seat of a second-order administrative division,N 54° 42′ 5'',E 44° 51′ 27'',54.7013888888889,44.8575
2472,Sokol'skoye,Nizhny Novgorod,Russia,seat of a second-order administrative division,N 57° 8′ 22'',E 43° 9′ 45'',57.1394444444444,43.1625
2473,Navashino,Nizhny Novgorod,Russia,seat of a second-order administrative division,N 55° 32′ 35'',E 42° 11′ 35'',55.5430555555556,42.1930555555556
2474,Sergach,Nizhny Novgorod,Russia,seat of a second-order administrative division,N 55° 31′ 39'',E 45° 27′ 24'',55.5275,45.4566666666667
2475,Semyonov,Nizhny Novgorod,Russia,seat of a second-order administrative division,N 56° 47′ 15'',E 44° 29′ 46'',56.7875,44.4961111111111
2476,Vetluzhsky,Nizhny Novgorod,Russia,populated place,N 57° 10′ 24'',E 45° 7′ 21'',57.1733333333333,45.1225
2477,Vetluga,Nizhny Novgorod,Russia,seat of a second-order administrative division,N 57° 51′ 18'',E 45° 46′ 39'',57.855,45.7775
2478,Vakhtan,Nizhny Novgorod,Russia,populated place,N 57° 57′ 57'',E 46° 41′ 19'',57.9658333333333,46.6886111111111
2479,Shimorskoye,Nizhny Novgorod,Russia,populated place,N 55° 19′ 41'',E 42° 1′ 32'',55.3280555555556,42.0255555555556
2480,Uren',Nizhny Novgorod,Russia,seat of a second-order administrative division,N 57° 27′ 40'',E 45° 47′ 8'',57.4611111111111,45.7855555555556
2481,Tumbotino,Nizhny Novgorod,Russia,populated place,N 55° 59′ 57'',E 43° 1′ 24'',55.9991666666667,43.0233333333333
2482,Tsentral'nyy,Nizhny Novgorod,Russia,populated place,N 56° 17′ 49'',E 42° 47′ 19'',56.2969444444444,42.7886111111111
2483,Tonshayevo,Nizhny Novgorod,Russia,seat of a second-order administrative division,N 57° 44′ 10'',E 47° 0′ 44'',57.7361111111111,47.0122222222222
2484,Tonkino,Nizhny Novgorod,Russia,seat of a second-order administrative division,N 57° 22′ 17'',E 46° 27′ 29'',57.3713888888889,46.4580555555556
2485,Blizhne-Pesochnoye,Nizhny Novgorod,Russia,populated place,N 55° 20′ 44'',E 42° 6′ 5'',55.3455555555556,42.1013888888889
2486,Kovernino,Nizhny Novgorod,Russia,seat of a second-order administrative division,N 57° 7′ 40'',E 43° 48′ 52'',57.1277777777778,43.8144444444444
2487,Nizhny Novgorod Urban Okrug,Nizhny Novgorod,Russia,second-order administrative division,N 56° 17′ 51'',E 43° 56′ 46'',56.2975,43.9461111111111
2488,Gorodskoy Okrug Nizhniy Novgorod,Nizhny Novgorod,Russia,second-order administrative division,N 56° 17′ 47'',E 43° 56′ 10'',56.2963888888889,43.9361111111111
2489,Podnov’ye,Nizhny Novgorod,Russia,populated place,N 56° 18′ 22'',E 44° 5′ 32'',56.3061111111111,44.0922222222222
2490,Ol’gino,Nizhny Novgorod,Russia,populated place,N 56° 13′ 10'',E 43° 55′ 59'',56.2194444444445,43.9330555555556
2491,Zelyony Gorod,Nizhny Novgorod,Russia,populated place,N 56° 10′ 42'',E 44° 4′ 27'',56.1783333333333,44.0741666666667
2492,Borskiy Rayon,Nizhny Novgorod,Russia,historical second-order administrative division,N 56° 25′ 0'',E 44° 25′ 0'',56.4166666666667,44.4166666666667
2493,Bol'shoye Murashkino,Nizhny Novgorod,Russia,seat of a second-order administrative division,N 55° 46′ 57'',E 44° 46′ 31'',55.7825,44.7752777777778
2494,Gremyachevo,Nizhny Novgorod,Russia,populated place,N 55° 23′ 30'',E 43° 1′ 38'',55.3916666666667,43.0272222222222
2495,Gorodetsky District,Nizhny Novgorod,Russia,second-order administrative division,N 56° 43′ 27'',E 43° 38′ 39'',56.7241666666667,43.6441666666667
2496,Imeni Stepana Razina,Nizhny Novgorod,Russia,populated place,N 54° 53′ 35'',E 44° 17′ 46'',54.8930555555556,44.2961111111111
2497,Lyskovsky District,Nizhny Novgorod,Russia,second-order administrative division,N 56° 10′ 0'',E 45° 10′ 0'',56.1666666666667,45.1666666666667
2498,Lukoyanovsky District,Nizhny Novgorod,Russia,second-order administrative division,N 54° 57′ 46'',E 44° 28′ 19'',54.9627777777778,44.4719444444444
2499,Lukoyanov,Nizhny Novgorod,Russia,seat of a second-order administrative division,N 55° 1′ 53'',E 44° 28′ 54'',55.0313888888889,44.4816666666667
2500,Bismarck,North Dakota,United States,seat of a first-order administrative division,N 46° 48′ 30'',W 100° 47′ 1'',46.8083333333333,-100.783611111111
2501,Sioux Falls,North Dakota,United States,seat of a second-order administrative division,N 43° 32′ 37'',W 96° 43′ 40'',43.5436111111111,-96.7277777777778
2502,Fargo,North Dakota,United States,seat of a second-order administrative division,N 46° 52′ 37'',W 96° 47′ 23'',46.8769444444445,-96.7897222222222
2503,Pierre,North Dakota,United States,seat of a first-order administrative division,N 44° 22′ 5'',W 100° 21′ 3'',44.3680555555556,-100.350833333333
2504,Rapid City,North Dakota,United States,seat of a second-order administrative division,N 44° 4′ 49'',W 103° 13′ 51'',44.0802777777778,-103.230833333333
2505,Grand Forks,North Dakota,United States,seat of a second-order administrative division,N 47° 55′ 30'',W 97° 1′ 58'',47.925,-97.0327777777778
2506,Minot,North Dakota,United States,seat of a second-order administrative division,N 48° 13′ 57'',W 101° 17′ 46'',48.2325,-101.296111111111
2507,Aberdeen,North Dakota,United States,seat of a second-order administrative division,N 45° 27′ 52'',W 98° 29′ 11'',45.4644444444444,-98.4863888888889
2508,Wahpeton,North Dakota,United States,seat of a second-order administrative division,N 46° 15′ 54'',W 96° 36′ 21'',46.265,-96.6058333333333
2509,Hector International Airport,North Dakota,United States,airport,N 46° 55′ 11'',W 96° 49′ 30'',46.9197222222222,-96.825
2510,Williston,North Dakota,United States,seat of a second-order administrative division,N 48° 8′ 49'',W 103° 37′ 4'',48.1469444444444,-103.617777777778
2511,Dick,North Dakota,United States,seat of a second-order administrative division,N 46° 52′ 45'',W 102° 47′ 22'',46.8791666666667,-102.789444444444
2512,Jamestown,North Dakota,United States,seat of a second-order administrative division,N 46° 54′ 37'',W 98° 42′ 30'',46.9102777777778,-98.7083333333333
2513,North Dakota,North Dakota,United States,first-order administrative division,N 47° 30′ 1'',W 100° 0′ 2'',47.5002777777778,-100.000555555556
2514,South Dakota,North Dakota,United States,first-order administrative division,N 44° 30′ 0'',W 100° 15′ 2'',44.5,-100.250555555556
2515,"Aberdeen, SD Micro Area",North Dakota,United States,economic region,N 45° 31′ 17'',W 98° 41′ 45'',45.5213888888889,-98.6958333333333
2516,"Rapid City, SD Metro Area",North Dakota,United States,economic region,N 44° 19′ 4'',W 102° 45′ 50'',44.3177777777778,-102.763888888889
2517,"Bismarck, ND",North Dakota,United States,economic region,N 46° 53′ 2'',W 100° 58′ 43'',46.8838888888889,-100.978611111111
2518,"Minot, ND Micro Area",North Dakota,United States,economic region,N 48° 19′ 7'',W 101° 12′ 27'',48.3186111111111,-101.2075
2519,Spearfish,North Dakota,United States,populated place,N 44° 29′ 26'',W 103° 51′ 33'',44.4905555555556,-103.859166666667
2520,Brookings,North Dakota,United States,seat of a second-order administrative division,N 44° 18′ 40'',W 96° 47′ 54'',44.3111111111111,-96.7983333333333
2521,West Fargo,North Dakota,United States,populated place,N 46° 52′ 29'',W 96° 54′ 1'',46.8747222222222,-96.9002777777778
2522,Grand Forks International Airport,North Dakota,United States,airport,N 47° 56′ 57'',W 97° 10′ 34'',47.9491666666667,-97.1761111111111
2523,Lead,North Dakota,United States,populated place,N 44° 21′ 7'',W 103° 45′ 54'',44.3519444444445,-103.765
2524,Vermillion,North Dakota,United States,seat of a second-order administrative division,N 42° 46′ 46'',W 96° 55′ 45'',42.7794444444444,-96.9291666666667
2525,Huron,North Dakota,United States,seat of a second-order administrative division,N 44° 21′ 47'',W 98° 12′ 51'',44.3630555555556,-98.2141666666667
2526,Huron Regional Airport,North Dakota,United States,airport,N 44° 23′ 6'',W 98° 13′ 44'',44.385,-98.2288888888889
2527,Casselton,North Dakota,United States,populated place,N 46° 54′ 1'',W 97° 12′ 40'',46.9002777777778,-97.2111111111111
2528,Theodore Roosevelt National Park,North Dakota,United States,park,N 46° 57′ 12'',W 103° 27′ 33'',46.9533333333333,-103.459166666667
2529,Mandan,North Dakota,United States,seat of a second-order administrative division,N 46° 49′ 36'',W 100° 53′ 22'',46.8266666666667,-100.889444444444
2530,Burnsville,North Dakota,United States,populated place,N 44° 46′ 3'',W 93° 16′ 39'',44.7675,-93.2775
2531,Lakeville,North Dakota,United States,populated place,N 44° 38′ 58'',W 93° 14′ 33'',44.6494444444444,-93.2425
2532,Black Hills Airport,North Dakota,United States,airport,N 44° 28′ 46'',W 103° 46′ 50'',44.4794444444445,-103.780555555556
2533,Mobridge Municipal Airport,North Dakota,United States,airport,N 45° 33′ 0'',W 100° 24′ 1'',45.55,-100.400277777778
2534,Pierre Municipal Airport,North Dakota,United States,airport,N 44° 22′ 56'',W 100° 17′ 9'',44.3822222222222,-100.285833333333
2535,Pine Ridge Airport,North Dakota,United States,airport,N 43° 1′ 32'',W 102° 31′ 3'',43.0255555555556,-102.5175
2536,Rapid City Regional Airport,North Dakota,United States,airport,N 44° 2′ 21'',W 103° 3′ 35'',44.0391666666667,-103.059722222222
2537,Watertown Municipal Airport,North Dakota,United States,airport,N 44° 54′ 49'',W 97° 9′ 16'',44.9136111111111,-97.1544444444445
2538,Chan Gurney Municipal Airport,North Dakota,United States,airport,N 42° 54′ 59'',W 97° 23′ 9'',42.9163888888889,-97.3858333333333
2539,Joe Foss Field,North Dakota,United States,airport,N 43° 34′ 52'',W 96° 44′ 30'',43.5811111111111,-96.7416666666667
2540,Madison Municipal Airport,North Dakota,United States,airport,N 44° 0′ 51'',W 97° 5′ 12'',44.0141666666667,-97.0866666666667
2541,Mitchell Municipal Airport,North Dakota,United States,airport,N 43° 46′ 28'',W 98° 2′ 18'',43.7744444444444,-98.0383333333333
2542,Aberdeen Regional Airport,North Dakota,United States,airport,N 45° 26′ 58'',W 98° 25′ 17'',45.4494444444444,-98.4213888888889
2543,Britton Municipal Airport,North Dakota,United States,airport,N 45° 48′ 58'',W 97° 44′ 48'',45.8161111111111,-97.7466666666667
2544,Brookings Municipal Airport,North Dakota,United States,airport,N 44° 18′ 17'',W 96° 48′ 48'',44.3047222222222,-96.8133333333333
2545,Pembina Municipal Airport,North Dakota,United States,airport,N 48° 56′ 52'',W 97° 14′ 24'',48.9477777777778,-97.24
2546,Breckenridge-Wahpeton Interstate Airport,North Dakota,United States,airport,N 46° 14′ 46'',W 96° 36′ 24'',46.2461111111111,-96.6066666666667
2547,Devils Lake Municipal Airport,North Dakota,United States,airport,N 48° 6′ 49'',W 98° 54′ 28'',48.1136111111111,-98.9077777777778
2548,Ashley Municipal Airport,North Dakota,United States,airport,N 46° 1′ 36'',W 99° 21′ 25'',46.0266666666667,-99.3569444444444
2549,Bismarck Municipal Airport,North Dakota,United States,airport,N 46° 46′ 34'',W 100° 45′ 27'',46.7761111111111,-100.7575
2550,Mahikeng,North West,South Africa,seat of a first-order administrative division,S 25° 51′ 54'',E 25° 38′ 39'',-25.865,25.6441666666667
2551,Rustenburg,North West,South Africa,seat of a third-order administrative division,S 25° 40′ 3'',E 27° 14′ 31'',-25.6675,27.2419444444444
2552,Hammanskraal,North West,South Africa,populated place,S 25° 24′ 32'',E 28° 17′ 13'',-25.4088888888889,28.2869444444444
2553,Potchefstroom,North West,South Africa,seat of a third-order administrative division,S 26° 43′ 0'',E 27° 6′ 0'',-26.7166666666667,27.1
2554,Orkney,North West,South Africa,populated place,S 26° 58′ 48'',E 26° 40′ 21'',-26.98,26.6725
2555,Dr Ruth Segomotsi Mompati District Municipality,North West,South Africa,second-order administrative division,S 26° 38′ 15'',E 24° 16′ 28'',-26.6375,24.2744444444444
2556,North West,North West,South Africa,first-order administrative division,S 26° 30′ 0'',E 26° 0′ 0'',-26.5,26
2557,Ga-Rankuwa,North West,South Africa,populated place,S 25° 37′ 0'',E 27° 59′ 40'',-25.6166666666667,27.9944444444444
2558,Brits,North West,South Africa,seat of a third-order administrative division,S 25° 38′ 5'',E 27° 46′ 48'',-25.6347222222222,27.78
2559,Vryburg,North West,South Africa,seat of a second-order administrative division,S 26° 57′ 23'',E 24° 43′ 42'',-26.9563888888889,24.7283333333333
2560,Vryburg Airport,North West,South Africa,airport,S 26° 58′ 53'',E 24° 43′ 46'',-26.9813888888889,24.7294444444444
2561,Stilfontein,North West,South Africa,populated place,S 26° 50′ 41'',E 26° 46′ 5'',-26.8447222222222,26.7680555555556
2562,Klerksdorp,North West,South Africa,seat of a second-order administrative division,S 26° 51′ 7'',E 26° 40′ 0'',-26.8519444444444,26.6666666666667
2563,Fochville,North West,South Africa,populated place,S 26° 29′ 19'',E 27° 29′ 37'',-26.4886111111111,27.4936111111111
2564,Mmabatho Airport,North West,South Africa,airport,S 25° 47′ 54'',E 25° 32′ 52'',-25.7983333333333,25.5477777777778
2565,Mmabatho,North West,South Africa,section of populated place,S 25° 51′ 0'',E 25° 38′ 0'',-25.85,25.6333333333333
2566,Pilanesberg International Airport,North West,South Africa,airport,S 25° 20′ 1'',E 27° 10′ 24'',-25.3336111111111,27.1733333333333
2567,Ngaka Modiri Molema District Municipality,North West,South Africa,second-order administrative division,S 25° 57′ 20'',E 25° 48′ 28'',-25.9555555555556,25.8077777777778
2568,Bloemhof,North West,South Africa,populated place,S 27° 38′ 48'',E 25° 36′ 25'',-27.6466666666667,25.6069444444444
2569,Valindaba,North West,South Africa,industrial area,S 25° 47′ 53'',E 27° 56′ 30'',-25.7980555555556,27.9416666666667
2570,Schweizer-Reneke,North West,South Africa,seat of a third-order administrative division,S 27° 11′ 19'',E 25° 19′ 45'',-27.1886111111111,25.3291666666667
2571,Jan Kempdorp,North West,South Africa,populated place,S 27° 55′ 20'',E 24° 49′ 49'',-27.9222222222222,24.8302777777778
2572,Hartbeespoort,North West,South Africa,populated place,S 25° 43′ 43'',E 27° 52′ 12'',-25.7286111111111,27.87
2573,Potchefstroom,North West,South Africa,airfield,S 26° 40′ 10'',E 27° 4′ 55'',-26.6694444444444,27.0819444444444
2574,Pilanesberg Game Reserve,North West,South Africa,nature reserve,S 25° 15′ 37'',E 27° 6′ 1'',-25.2602777777778,27.1002777777778
2575,Lichtenburg,North West,South Africa,seat of a third-order administrative division,S 26° 9′ 7'',E 26° 9′ 34'',-26.1519444444444,26.1594444444444
2576,Coligny,North West,South Africa,populated place,S 26° 19′ 54'',E 26° 19′ 14'',-26.3316666666667,26.3205555555556
2577,Christiana,North West,South Africa,seat of a third-order administrative division,S 27° 54′ 50'',E 25° 9′ 40'',-27.9138888888889,25.1611111111111
2578,Wolmaransstad,North West,South Africa,seat of a third-order administrative division,S 27° 11′ 50'',E 25° 58′ 59'',-27.1972222222222,25.9830555555556
2579,Rustenburg,North West,South Africa,airfield,S 25° 38′ 40'',E 27° 16′ 15'',-25.6444444444444,27.2708333333333
2580,Swartruggens,North West,South Africa,populated place,S 25° 39′ 0'',E 26° 41′ 18'',-25.65,26.6883333333333
2581,Itsoseng,North West,South Africa,populated place,S 26° 4′ 53'',E 25° 52′ 52'',-26.0813888888889,25.8811111111111
2582,Hartbeesfontein,North West,South Africa,populated place,S 26° 45′ 56'',E 26° 25′ 12'',-26.7655555555556,26.42
2583,Mogwase,North West,South Africa,populated place,S 25° 11′ 6'',E 27° 15′ 59'',-25.185,27.2663888888889
2584,Klerksdorp Airport,North West,South Africa,airport,S 26° 52′ 15'',E 26° 43′ 4'',-26.8708333333333,26.7177777777778
2585,Ottosdal,North West,South Africa,populated place,S 26° 48′ 32'',E 26° 0′ 19'',-26.8088888888889,26.0052777777778
2586,Makwassie,North West,South Africa,populated place,S 27° 18′ 56'',E 25° 59′ 41'',-27.3155555555556,25.9947222222222
2587,Morningside Farm Airport,North West,South Africa,airport,S 25° 42′ 16'',E 26° 54′ 32'',-25.7044444444444,26.9088888888889
2588,Bojanala Platinum,North West,South Africa,second-order administrative division,S 25° 25′ 34'',E 27° 13′ 27'',-25.4261111111111,27.2241666666667
2589,Dr Kenneth Kaunda District Municipality,North West,South Africa,second-order administrative division,S 26° 48′ 24'',E 26° 34′ 9'',-26.8066666666667,26.5691666666667
2590,Marikana,North West,South Africa,populated place,S 25° 41′ 56'',E 27° 28′ 29'',-25.6988888888889,27.4747222222222
2591,Derby,North West,South Africa,populated place,S 25° 54′ 32'',E 27° 2′ 29'',-25.9088888888889,27.0413888888889
2592,Algiers Crown Reserve,North West,South Africa,reserve,S 26° 37′ 0'',E 24° 2′ 0'',-26.6166666666667,24.0333333333333
2593,Soutpan,North West,South Africa,lake,S 27° 28′ 0'',E 25° 36′ 0'',-27.4666666666667,25.6
2594,Soutpan,North West,South Africa,lake,S 26° 54′ 30'',E 25° 21′ 18'',-26.9083333333333,25.355
2595,Ghaap se Plato,North West,South Africa,plateau,S 27° 30′ 0'',E 24° 20′ 0'',-27.5,24.3333333333333
2596,Leeupan,North West,South Africa,lake,S 26° 31′ 30'',E 25° 36′ 4'',-26.525,25.6011111111111
2597,Matiabengkroonreserwe,North West,South Africa,area,S 26° 39′ 10'',E 23° 58′ 58'',-26.6527777777778,23.9827777777778
2598,Mafikeng North,North West,South Africa,airport,S 25° 45′ 10'',E 25° 36′ 43'',-25.7527777777778,25.6119444444444
2599,Delareyville,North West,South Africa,seat of a third-order administrative division,S 26° 41′ 10'',E 25° 27′ 32'',-26.6861111111111,25.4588888888889
2600,Kimberley,Northern Cape,South Africa,seat of a first-order administrative division,S 28° 43′ 56'',E 24° 45′ 44'',-28.7322222222222,24.7622222222222
2601,Siyanda District Municipality,Northern Cape,South Africa,second-order administrative division,S 28° 0′ 0'',E 21° 11′ 4'',-28,21.1844444444444
2602,Namakwa District Municipality,Northern Cape,South Africa,second-order administrative division,S 30° 32′ 8'',E 19° 25′ 44'',-30.5355555555556,19.4288888888889
2603,Pixley ka Seme District Municipality,Northern Cape,South Africa,second-order administrative division,S 30° 17′ 21'',E 23° 15′ 29'',-30.2891666666667,23.2580555555556
2604,Northern Cape,Northern Cape,South Africa,first-order administrative division,S 29° 30′ 0'',E 22° 0′ 0'',-29.5,22
2605,Kimberly Airport,Northern Cape,South Africa,airport,S 28° 48′ 10'',E 24° 45′ 54'',-28.8027777777778,24.765
2606,Upington,Northern Cape,South Africa,seat of a second-order administrative division,S 28° 26′ 51'',E 21° 15′ 22'',-28.4475,21.2561111111111
2607,Upington Airport,Northern Cape,South Africa,airport,S 28° 23′ 56'',E 21° 15′ 36'',-28.3988888888889,21.26
2608,Aggeneys Airport,Northern Cape,South Africa,airport,S 29° 16′ 54'',E 18° 48′ 49'',-29.2816666666667,18.8136111111111
2609,Alexander Bay Airport,Northern Cape,South Africa,airport,S 28° 34′ 30'',E 16° 32′ 0'',-28.575,16.5333333333333
2610,John Taolo Gaetsewe District Municipality,Northern Cape,South Africa,second-order administrative division,S 27° 2′ 43'',E 23° 2′ 49'',-27.0452777777778,23.0469444444444
2611,Johan Pienaar Airport,Northern Cape,South Africa,airport,S 27° 27′ 24'',E 23° 24′ 41'',-27.4566666666667,23.4113888888889
2612,Lime Acres Finsch Mine Airport,Northern Cape,South Africa,airport,S 28° 21′ 36'',E 23° 26′ 20'',-28.36,23.4388888888889
2613,Little Namaqualand,Northern Cape,South Africa,region,S 28° 30′ 0'',E 17° 0′ 0'',-28.5,17
2614,Hantam,Northern Cape,South Africa,area,S 31° 12′ 0'',E 19° 40′ 0'',-31.2,19.6666666666667
2615,Buffelsrivier,Northern Cape,South Africa,locality,S 29° 42′ 15'',E 17° 36′ 3'',-29.7041666666667,17.6008333333333
2616,De Aar,Northern Cape,South Africa,seat of a second-order administrative division,S 30° 38′ 58'',E 24° 0′ 44'',-30.6494444444444,24.0122222222222
2617,Daniëlskuil,Northern Cape,South Africa,populated place,S 28° 11′ 19'',E 23° 32′ 22'',-28.1886111111111,23.5394444444444
2618,Augrabies Falls National Park,Northern Cape,South Africa,park,S 28° 35′ 5'',E 20° 20′ 42'',-28.5847222222222,20.345
2619,Kaiingveld,Northern Cape,South Africa,region,S 29° 45′ 0'',E 21° 30′ 0'',-29.75,21.5
2620,Postmasburg,Northern Cape,South Africa,seat of a third-order administrative division,S 28° 20′ 2'',E 23° 3′ 55'',-28.3338888888889,23.0652777777778
2621,Orania,Northern Cape,South Africa,populated place,S 29° 48′ 49'',E 24° 24′ 43'',-29.8136111111111,24.4119444444444
2622,Kgalagadi Transfrontier Park,Northern Cape,South Africa,park,S 25° 46′ 0'',E 20° 23′ 0'',-25.7666666666667,20.3833333333333
2623,Springbok Airport,Northern Cape,South Africa,airport,S 29° 41′ 21'',E 17° 56′ 22'',-29.6891666666667,17.9394444444444
2624,Springbok,Northern Cape,South Africa,seat of a second-order administrative division,S 29° 39′ 51'',E 17° 53′ 11'',-29.6641666666667,17.8863888888889
2625,Carnarvon Airport,Northern Cape,South Africa,airport,S 30° 59′ 17'',E 22° 7′ 52'',-30.9880555555556,22.1311111111111
2626,Pampierstad,Northern Cape,South Africa,populated place,S 27° 46′ 59'',E 24° 41′ 15'',-27.7830555555556,24.6875
2627,Noupoort,Northern Cape,South Africa,populated place,S 31° 11′ 14'',E 24° 56′ 59'',-31.1872222222222,24.9497222222222
2628,Sishen,Northern Cape,South Africa,airport,S 27° 38′ 55'',E 22° 59′ 57'',-27.6486111111111,22.9991666666667
2629,Frances Baard District Municipality,Northern Cape,South Africa,second-order administrative division,S 28° 18′ 0'',E 24° 22′ 54'',-28.3,24.3816666666667
2630,Tswalu Kalahari Reserve,Northern Cape,South Africa,reservation,S 27° 14′ 40'',E 22° 24′ 18'',-27.2444444444444,22.405
2631,Tankwa Karoo National Park,Northern Cape,South Africa,park,S 32° 15′ 0'',E 19° 45′ 0'',-32.25,19.75
2632,Steyerkraal,Northern Cape,South Africa,locality,S 29° 29′ 37'',E 17° 49′ 54'',-29.4936111111111,17.8316666666667
2633,Die Bronpan,Northern Cape,South Africa,lake,S 29° 36′ 58'',E 24° 3′ 11'',-29.6161111111111,24.0530555555556
2634,Augrabies,Northern Cape,South Africa,populated place,S 28° 38′ 0'',E 20° 21′ 0'',-28.6333333333333,20.35
